user_id,ip_address,country,device_type,login_success,login_frequency,is_attack,hour_of_day,day_of_week,risk_score
admin_test,45.238.217.34,SE,Desktop-Linux,0,293,1,18,6,60
guest96233,10.64.141.221,DE,Mobile-Android,1,10,0,6,5,15
guest63292,10.179.197.26,SE,Desktop-Mac,0,7,0,0,0,20
contractor79131,10.221.127.26,SG,Desktop-Linux,1,2,0,6,3,15
user0142,162.29.205.179,IN,Desktop-Windows,0,2,1,18,5,20
admin_123,214.168.102.124,MX,Desktop-Linux,0,2,1,2,5,35
guest27447,161.206.24.247,NL,Mobile-iOS,1,19,0,17,0,0
user22358,10.78.70.39,IN,Desktop-Windows,1,18,0,6,5,15
user16837,10.204.105.167,ES,Desktop-Mac,1,10,0,2,6,15
guest85932,170.174.81.46,CA,Mobile-iOS,1,15,0,3,3,15
admin_prod,55.80.231.150,CN,Desktop-Mac,0,239,1,12,3,75
employee73389,10.56.206.120,AR,Desktop-Windows,1,12,0,12,3,0
employee85982,40.105.18.144,SE,Desktop-Linux,1,11,0,5,0,15
employee55810,62.85.127.240,US,Desktop-Mac,1,2,0,23,6,0
guest64365,143.228.35.93,BR,Desktop-Mac,1,6,0,14,5,0
employee48344,4.37.112.39,DE,Desktop-Mac,1,16,0,3,2,15
user0677,126.141.88.215,IN,Desktop-Linux,0,305,1,8,3,60
user0425,124.132.89.183,KR,Desktop-Linux,0,1,1,5,2,50
contractor82483,10.185.84.233,JP,Mobile-iOS,1,3,0,21,4,0
contractor43695,10.40.231.192,JP,Desktop-Linux,1,15,0,11,0,0
employee92481,6.252.182.88,FR,Desktop-Mac,1,15,0,14,6,0
guest6828,10.61.177.177,DE,Desktop-Windows,1,7,0,19,2,0
employee2346,17.13.14.167,AR,Tablet-Android,1,8,0,19,3,0
employee84820,39.7.170.232,AR,Desktop-Windows,1,20,0,11,6,0
admin_123,139.164.196.198,DE,API-Client,0,251,1,4,0,85
employee92939,150.127.203.75,AR,Mobile-Android,1,11,0,13,0,0
user76458,10.216.40.80,CA,Mobile-iOS,1,20,0,3,3,15
admin_test,8.65.150.178,RU,Desktop-Windows,0,238,1,6,3,90
admin_prod,170.249.110.195,AR,Desktop-Linux,0,2,1,7,1,20
contractor78244,10.218.116.67,SE,Desktop-Linux,1,8,0,3,3,15
contractor99890,164.74.15.87,IT,Desktop-Mac,1,16,0,17,1,0
user46374,170.55.74.142,ES,Desktop-Mac,1,1,0,3,0,15
user59344,10.231.46.193,ZA,Mobile-Android,1,16,0,5,5,15
employee28432,116.129.192.130,FR,Desktop-Windows,1,14,0,0,3,0
user88277,10.244.118.166,US,Desktop-Windows,1,15,0,20,4,0
user32177,151.90.86.115,SE,Desktop-Linux,1,8,0,15,1,0
user0842,104.203.131.46,SG,Desktop-Linux,0,284,1,20,6,60
contractor90622,97.230.4.239,GB,Mobile-iOS,1,17,0,8,0,0
user12516,10.204.43.67,NL,Desktop-Mac,1,11,0,0,5,0
employee36950,10.58.12.27,AU,Tablet-Android,1,11,0,3,6,15
employee85609,10.29.185.51,RU,Desktop-Mac,1,1,0,18,2,15
employee51003,107.177.46.251,CA,Mobile-iOS,1,14,0,1,2,0
user0615,216.254.85.196,IN,Tablet-Android,1,497,1,5,5,55
guest75555,10.253.143.150,AU,Desktop-Linux,1,9,0,15,1,0
user39637,10.88.31.250,NL,Desktop-Windows,1,20,0,17,3,0
user14042,83.91.218.71,RU,Desktop-Windows,1,4,0,9,0,15
employee13828,10.31.32.231,FR,Mobile-iOS,1,14,0,12,6,0
guest97072,219.80.51.231,JP,Desktop-Windows,1,16,0,21,5,0
user88607,10.146.57.199,KR,Desktop-Windows,1,6,0,15,6,15
user57517,88.111.244.146,GB,Mobile-Android,1,11,0,21,2,0
user40082,17.109.127.125,FR,Desktop-Linux,1,17,0,0,5,0
guest90995,10.65.208.10,ZA,Mobile-Android,1,5,0,22,6,0
employee78100,10.152.216.173,CA,Desktop-Windows,1,14,0,7,6,0
employee29882,10.173.131.161,AU,Desktop-Linux,1,13,0,4,4,15
user76876,10.133.190.209,CN,Desktop-Mac,1,18,0,1,2,15
admin_dev,64.231.98.64,MX,API-Client,0,5,1,21,4,30
admin_prod,129.220.230.246,DE,Mobile-iOS,0,4,1,16,3,20
guest42657,10.4.247.251,SE,Desktop-Windows,1,2,0,5,2,15
guest53561,10.230.131.82,RU,Desktop-Mac,1,15,0,17,0,15
employee74183,10.182.112.56,RU,Desktop-Linux,1,5,0,6,2,30
contractor9896,10.66.20.170,SG,Mobile-iOS,1,20,0,8,3,0
contractor48037,23.125.186.18,BR,Mobile-iOS,1,18,0,22,3,0
guest22215,10.201.249.34,RU,Desktop-Windows,1,16,0,14,5,15
guest14537,10.74.239.247,FR,Tablet-Android,1,9,0,3,4,15
guest83284,10.239.193.31,AU,Mobile-iOS,1,11,0,4,2,15
user98979,10.88.0.59,AR,Mobile-iOS,1,13,0,16,3,0
guest68848,10.105.192.248,FR,Mobile-iOS,1,13,0,4,4,15
guest33646,150.253.38.84,CN,Mobile-Android,1,15,0,11,4,15
employee66903,10.124.124.226,NL,Desktop-Mac,1,19,0,23,0,0
guest64064,170.117.102.158,CA,Desktop-Windows,1,4,0,17,5,0
user0397,8.8.37.245,RU,Desktop-Windows,0,1,1,11,3,35
contractor58076,10.106.109.236,CA,Mobile-Android,1,11,0,12,5,0
user3458,204.9.110.127,GB,Desktop-Mac,1,2,0,23,2,0
contractor5126,10.194.165.201,NL,Desktop-Mac,1,2,0,18,6,0
user62329,10.121.213.175,JP,Mobile-iOS,1,2,0,23,4,0
guest6335,10.248.118.188,KR,Desktop-Mac,1,4,0,19,0,15
employee13753,10.189.212.20,AU,Desktop-Windows,1,6,0,8,6,0
guest48610,10.11.241.189,SG,Desktop-Windows,0,4,0,23,2,20
contractor44959,10.47.3.123,IT,Mobile-iOS,0,6,0,0,4,20
user0481,75.251.122.216,SE,Desktop-Windows,0,2,1,6,6,35
employee98565,10.75.132.22,RU,Desktop-Linux,1,13,0,9,5,15
contractor52017,10.29.55.205,MX,Desktop-Mac,1,15,0,7,3,0
admin_123,125.179.46.156,RU,Desktop-Linux,0,346,1,20,1,75
contractor43073,10.86.216.130,IT,Desktop-Windows,1,9,0,0,5,0
user47562,10.193.59.37,AU,Desktop-Mac,1,6,0,23,3,0
user72491,10.189.1.193,MX,Desktop-Mac,1,2,0,13,4,0
contractor40292,10.98.1.114,SG,Desktop-Windows,1,14,0,23,4,0
contractor85354,88.124.29.14,ES,Desktop-Mac,1,17,0,9,2,0
user51040,10.114.83.124,FR,Mobile-Android,0,15,0,16,3,20
employee36471,10.23.169.31,MX,Mobile-iOS,1,13,0,1,5,0
contractor25318,10.182.195.185,DE,Mobile-Android,1,18,0,11,1,0
employee26781,10.35.0.6,AU,Desktop-Windows,1,2,0,23,2,0
contractor47031,10.250.241.250,NL,Desktop-Mac,0,19,0,7,0,20
guest28471,10.68.200.164,KR,Mobile-Android,1,13,0,4,0,30
guest84580,2.82.248.139,IT,Desktop-Mac,1,6,0,1,1,0
contractor62652,10.56.128.147,IN,Desktop-Mac,1,8,0,22,4,0
contractor20946,35.127.171.65,US,Desktop-Mac,1,12,0,4,3,15
user24407,10.21.15.195,MX,Mobile-Android,1,5,0,5,0,15
contractor1823,10.88.52.132,FR,Desktop-Windows,1,7,0,18,1,0
guest39700,10.224.183.21,DE,Desktop-Windows,1,13,0,9,0,0
guest64352,10.170.41.189,IT,Desktop-Mac,1,9,0,23,2,0
user79181,10.14.231.113,KR,Desktop-Windows,1,10,0,6,0,30
guest47916,10.82.140.226,JP,Tablet-iOS,1,2,0,6,0,15
contractor85401,10.0.253.90,DE,Desktop-Windows,1,11,0,0,1,0
admin_123,123.179.96.240,US,Desktop-Linux,0,5,1,4,3,35
employee56996,10.38.238.49,ZA,Desktop-Mac,1,11,0,10,0,0
user77000,10.104.196.13,SG,Mobile-Android,1,10,0,4,4,15
guest88668,102.96.45.145,JP,Desktop-Windows,1,1,0,18,5,0
admin_dev,188.199.38.153,DE,Mobile-Android,0,237,1,15,2,60
employee51465,10.94.148.204,GB,Tablet-iOS,1,3,0,4,6,15
contractor43566,10.99.139.187,RU,Desktop-Mac,1,4,0,22,4,15
contractor93174,10.85.208.116,NL,Desktop-Mac,1,18,0,11,1,0
guest47262,10.113.226.1,IN,Desktop-Windows,1,16,0,10,3,0
employee1165,10.136.213.244,US,Desktop-Windows,1,11,0,21,5,0
guest89592,10.58.75.121,BR,Desktop-Linux,1,13,0,0,4,0
contractor81465,123.198.18.121,GB,Desktop-Linux,1,7,0,6,3,15
user48794,10.69.105.38,RU,Desktop-Mac,1,19,0,20,6,15
guest94398,207.118.220.83,CA,Desktop-Windows,1,14,0,0,1,0
guest74601,115.198.120.49,US,Tablet-Android,1,2,0,6,5,15
user48890,10.109.87.27,ES,Tablet-iOS,1,10,0,19,0,0
contractor54384,10.159.133.12,JP,Desktop-Windows,1,17,0,13,4,0
user22152,185.7.160.155,IT,Desktop-Windows,1,12,0,15,4,0
user53234,10.122.171.118,GB,Mobile-iOS,1,14,0,3,0,15
employee18891,10.235.251.44,IT,Desktop-Mac,1,12,0,13,5,0
guest45268,37.229.216.224,BR,Desktop-Mac,1,11,0,18,5,0
contractor10905,10.139.67.68,ZA,Desktop-Mac,1,15,0,6,3,15
user62435,208.77.8.208,RU,Mobile-iOS,1,6,0,17,6,15
contractor71578,10.184.55.49,SG,Desktop-Windows,1,7,0,11,0,0
contractor66424,78.240.73.168,GB,Tablet-iOS,1,1,0,15,6,0
user24275,115.99.113.15,DE,Desktop-Windows,1,18,0,11,6,0
employee56453,10.171.60.245,ZA,Mobile-iOS,1,1,0,17,2,0
guest61801,10.27.202.169,IN,Desktop-Mac,1,2,0,23,2,0
contractor37025,10.57.131.187,IN,Desktop-Windows,1,13,0,3,4,15
guest66925,10.186.51.169,KR,Desktop-Windows,1,3,0,11,2,15
employee27817,10.203.241.126,US,Tablet-Android,1,8,0,1,1,0
admin_dev,185.177.223.168,FR,Desktop-Mac,0,384,1,23,2,60
employee82325,10.139.243.101,NL,Desktop-Windows,1,12,0,6,6,15
guest49629,79.212.38.81,IT,Desktop-Mac,1,14,0,5,5,15
guest5879,72.189.47.55,US,Desktop-Windows,1,17,0,6,0,15
contractor37011,10.202.99.196,RU,Desktop-Windows,1,9,0,10,6,15
user20951,10.251.101.25,ES,Desktop-Linux,1,5,0,11,4,0
admin_prod,45.94.127.26,SG,Desktop-Windows,0,3,1,9,5,20
contractor39892,13.84.231.214,ZA,Desktop-Linux,1,11,0,10,4,0
admin_prod,52.192.51.143,JP,Desktop-Linux,0,5,1,14,4,20
employee36885,10.207.185.221,CA,Mobile-Android,1,1,0,0,4,0
employee48784,121.181.124.249,DE,Desktop-Windows,1,9,0,15,6,0
admin_dev,199.234.84.15,NL,API-Client,0,434,1,17,3,70
guest67251,59.182.93.39,ZA,Desktop-Windows,1,19,0,0,2,0
user48560,10.154.180.23,IT,Desktop-Windows,1,6,0,18,3,0
user16243,221.193.205.233,BR,Desktop-Windows,1,15,0,21,0,0
employee3913,217.178.207.193,JP,Mobile-iOS,1,12,0,18,4,0
guest6332,34.75.119.126,RU,Desktop-Mac,1,7,0,23,4,15
admin_prod,107.49.35.130,AU,API-Client,0,143,1,9,2,70
user52797,10.192.144.99,NL,Desktop-Mac,1,13,0,1,0,0
admin_dev,155.1.253.246,RU,Desktop-Linux,0,2,1,1,2,35
guest92371,10.215.155.183,CN,Desktop-Linux,1,16,0,21,4,15
employee14963,10.16.183.213,KR,Mobile-Android,1,4,0,20,4,15
contractor80275,10.223.30.56,JP,Desktop-Windows,1,12,0,7,0,0
guest57484,10.187.19.94,JP,Mobile-Android,1,20,0,10,4,0
contractor70843,10.173.0.116,KR,Desktop-Windows,1,10,0,20,3,15
user1833,10.89.250.142,MX,Desktop-Windows,1,13,0,12,3,0
user97839,10.224.149.73,US,Mobile-iOS,1,12,0,3,0,15
user0886,198.62.82.126,CA,Desktop-Linux,0,184,1,16,6,60
contractor24900,10.23.67.122,ZA,Desktop-Linux,0,2,0,4,2,35
guest41087,117.140.7.3,IT,Desktop-Windows,1,13,0,16,5,0
employee74158,168.200.238.156,GB,Desktop-Windows,1,5,0,16,3,0
admin_test,205.116.197.145,IN,Mobile-iOS,1,279,1,1,4,40
guest52351,138.86.158.129,IT,Desktop-Linux,1,10,0,9,3,0
guest49196,10.198.192.98,JP,Desktop-Mac,0,9,0,20,1,20
employee33945,215.184.215.135,IN,Mobile-Android,1,3,0,12,2,0
user0200,48.192.184.132,NL,Desktop-Linux,0,445,1,19,0,60
contractor89087,10.63.36.6,BR,Desktop-Windows,1,17,0,2,1,15
admin_prod,1.192.104.109,KR,Mobile-Android,0,251,1,14,3,75
guest2086,154.137.46.129,AU,Mobile-iOS,1,10,0,8,1,0
contractor76709,193.113.92.40,DE,Desktop-Mac,1,19,0,17,5,0
guest6062,170.21.232.149,US,Desktop-Mac,0,10,0,16,5,20
contractor84635,206.177.164.49,NL,Desktop-Linux,1,5,0,12,1,0
contractor77216,10.210.224.192,IT,Desktop-Linux,1,14,0,7,4,0
contractor86526,118.51.106.240,US,Desktop-Windows,1,10,0,13,3,0
user52237,10.51.119.170,AR,Mobile-iOS,1,12,0,17,4,0
user16048,10.30.237.77,DE,Tablet-iOS,0,19,0,0,5,20
employee56597,10.181.247.194,ZA,Mobile-Android,1,3,0,5,2,15
user0695,185.71.59.131,GB,API-Client,0,145,1,10,5,70
contractor51618,10.2.177.203,DE,Desktop-Windows,0,2,0,5,0,35
admin_123,192.245.10.143,SG,API-Client,0,438,1,17,1,70
user65245,10.61.67.186,BR,Mobile-Android,1,8,0,1,6,0
contractor90985,10.115.54.139,JP,Desktop-Mac,0,17,0,20,4,20
employee15174,46.90.16.141,MX,Mobile-Android,1,15,0,16,6,0
user66409,10.35.245.123,MX,Desktop-Windows,1,17,0,16,0,0
guest13472,21.63.73.195,RU,Mobile-iOS,1,6,0,5,6,30
employee27946,28.223.116.159,IT,Mobile-iOS,1,6,0,7,5,0
user73284,12.209.192.71,AR,Desktop-Linux,1,2,0,1,5,0
contractor66918,10.167.166.155,CA,Tablet-Android,1,14,0,17,5,0
admin_test,45.28.56.242,CN,Mobile-Android,0,2,1,21,2,35
contractor10930,10.4.169.152,KR,Mobile-iOS,1,18,0,13,1,15
guest77258,10.42.224.71,DE,Mobile-iOS,1,10,0,9,6,0
user21708,10.85.252.105,NL,Desktop-Mac,1,18,0,17,2,0
guest97403,10.180.26.149,RU,Desktop-Mac,1,5,0,15,2,15
guest5716,10.16.231.139,SG,Mobile-iOS,1,19,0,6,2,15
guest94006,10.163.217.213,IT,Tablet-iOS,1,2,0,13,6,0
guest50122,10.114.8.245,AU,Tablet-Android,1,9,0,3,4,15
user2109,10.50.102.20,BR,Desktop-Windows,1,8,0,0,3,0
contractor7034,168.45.67.159,IT,Desktop-Linux,1,11,0,15,1,0
user12943,10.70.168.16,IT,Desktop-Windows,1,5,0,3,1,15
user41001,10.243.31.234,KR,Desktop-Linux,1,11,0,13,3,15
guest35978,10.211.128.100,NL,Desktop-Windows,1,5,0,2,4,15
contractor31926,10.217.140.1,FR,Desktop-Windows,1,3,0,11,5,0
guest60331,10.52.30.122,RU,Mobile-Android,1,9,0,5,4,30
employee51206,148.60.143.214,ZA,Desktop-Windows,1,11,0,9,3,0
employee68034,10.159.39.33,ES,Mobile-iOS,1,20,0,13,5,0
user10577,10.48.168.207,CA,Desktop-Windows,1,17,0,11,5,0
user17705,10.53.198.182,FR,Mobile-Android,1,11,0,21,6,0
employee7032,15.64.208.70,DE,Mobile-iOS,0,1,0,11,6,20
contractor12552,10.230.32.252,AU,Desktop-Linux,1,17,0,20,5,0
user0950,192.241.137.154,FR,Server,0,187,1,6,3,85
guest22698,10.233.178.77,IT,Mobile-Android,1,13,0,21,5,0
guest78034,10.196.178.87,DE,Desktop-Windows,1,13,0,4,6,15
employee12150,10.126.125.191,AU,Desktop-Windows,1,3,0,5,2,15
employee52708,10.221.182.125,RU,Mobile-iOS,1,18,0,16,5,15
guest95967,10.63.36.3,US,Mobile-iOS,0,14,0,16,5,20
contractor89983,10.122.229.116,SG,Desktop-Windows,1,7,0,20,5,0
guest77908,10.7.190.146,CN,Mobile-Android,1,19,0,20,4,15
employee56738,10.73.192.37,IN,Desktop-Linux,0,13,0,11,0,20
guest52231,10.133.222.224,AU,Mobile-Android,1,8,0,9,5,0
user0370,198.131.160.138,IT,Desktop-Linux,0,3,1,8,5,20
employee64213,11.209.34.118,US,Desktop-Windows,1,3,0,21,3,0
user92545,10.47.113.69,ES,Mobile-Android,1,7,0,22,6,0
user86110,10.140.75.22,AR,Mobile-iOS,1,11,0,14,6,0
user47987,10.29.4.34,BR,Desktop-Linux,1,15,0,23,3,0
user20351,10.148.195.186,RU,Desktop-Windows,1,19,0,19,0,15
admin_prod,79.130.225.162,MX,Desktop-Linux,0,145,1,12,5,60
user0633,118.5.166.195,AR,Server,0,2,1,1,4,30
user27563,10.33.240.221,CA,Mobile-Android,1,12,0,16,3,0
user9136,31.133.59.95,AR,Desktop-Mac,1,2,0,1,6,0
employee30289,10.144.244.194,IN,Mobile-Android,1,6,0,4,6,15
user31633,29.181.130.188,SE,Tablet-iOS,1,4,0,1,6,0
employee74368,10.207.227.135,ZA,Desktop-Windows,1,5,0,12,1,0
employee6763,201.255.124.183,FR,Desktop-Windows,1,10,0,3,6,15
guest89856,10.223.54.218,MX,Tablet-Android,1,1,0,19,1,0
employee16786,10.189.153.78,CN,Desktop-Windows,1,14,0,21,4,15
guest61464,10.15.158.174,JP,Desktop-Mac,1,15,0,3,4,15
contractor67337,10.90.62.245,AU,Desktop-Mac,0,18,0,15,6,20
user21457,10.170.77.120,ES,Mobile-Android,1,9,0,20,0,0
user0716,192.32.126.155,CN,Desktop-Windows,0,2,1,0,2,35
contractor66806,10.141.241.191,CN,Desktop-Mac,1,7,0,18,1,15
guest36298,10.0.78.106,DE,Desktop-Windows,1,17,0,1,2,0
user71125,10.157.232.4,AR,Desktop-Mac,1,17,0,21,6,0
admin_123,185.224.193.144,RU,Desktop-Linux,0,259,1,8,0,75
contractor89676,10.98.222.167,SE,Desktop-Windows,1,18,0,23,6,0
contractor59338,10.29.121.107,ZA,Desktop-Windows,1,4,0,18,4,0
admin_prod,198.83.30.53,IN,Desktop-Windows,0,2,1,20,5,20
contractor2970,10.191.21.81,JP,Mobile-Android,1,1,0,2,0,15
user25899,10.152.241.185,SE,Mobile-Android,1,20,0,17,0,0
contractor96029,10.35.71.138,IN,Tablet-Android,1,19,0,17,1,0
guest37654,10.68.46.26,NL,Desktop-Windows,1,2,0,1,3,0
user17175,10.109.118.239,IN,Desktop-Mac,1,3,0,22,5,0
user56546,10.111.63.36,US,Desktop-Windows,1,17,0,15,2,0
guest89383,10.149.79.79,US,Mobile-iOS,1,4,0,3,6,15
user47864,10.92.116.24,BR,Mobile-Android,1,11,0,13,1,0
contractor24813,10.104.78.178,RU,Tablet-iOS,1,13,0,21,1,15
user0746,96.8.230.214,GB,Desktop-Mac,0,76,1,2,5,75
guest19006,10.210.52.92,US,Mobile-Android,1,17,0,3,3,15
guest81898,10.103.175.140,US,Mobile-iOS,1,6,0,21,4,0
guest48033,10.162.96.56,DE,Desktop-Windows,1,6,0,15,2,0
guest69835,10.93.129.98,KR,Desktop-Linux,1,17,0,1,4,15
user69505,10.14.81.97,AR,Desktop-Linux,1,10,0,7,6,0
employee42790,11.194.46.15,AU,Desktop-Windows,0,12,0,1,2,20
employee74372,10.169.76.15,AU,Tablet-iOS,1,1,0,15,0,0
guest62848,133.98.204.126,GB,Desktop-Mac,1,9,0,17,1,0
user52205,10.152.70.130,AU,Desktop-Mac,1,3,0,3,5,15
employee84767,10.142.81.252,SG,Desktop-Windows,1,15,0,22,1,0
contractor12928,10.232.235.34,MX,Desktop-Windows,1,13,0,14,6,0
guest16082,10.106.181.200,MX,Mobile-Android,1,15,0,13,3,0
employee98686,10.76.245.55,SG,Mobile-iOS,1,17,0,23,4,0
admin_dev,8.150.185.54,GB,Desktop-Linux,0,349,1,0,5,60
contractor70682,10.113.16.251,GB,Desktop-Mac,1,4,0,2,2,15
user0453,51.250.23.73,GB,Desktop-Windows,0,103,1,4,3,75
employee72656,10.200.182.97,IT,Tablet-iOS,1,6,0,6,2,15
user9291,10.116.99.59,GB,Desktop-Windows,1,7,0,10,5,0
user69305,10.68.98.104,SE,Mobile-Android,1,12,0,9,2,0
user41290,10.34.178.233,IT,Mobile-iOS,1,16,0,22,1,0
employee98519,140.100.12.146,GB,Desktop-Mac,1,5,0,3,5,15
user61612,23.55.25.183,CN,Desktop-Linux,1,10,0,16,5,15
contractor12913,10.204.47.173,IT,Desktop-Windows,1,17,0,1,6,0
user98709,10.225.116.143,IN,Tablet-iOS,1,3,0,21,6,0
user75422,10.46.99.82,ES,Desktop-Windows,1,15,0,6,2,15
admin_123,25.244.162.195,RU,Desktop-Windows,0,1,1,11,2,35
guest16693,10.227.8.57,US,Desktop-Mac,1,11,0,13,2,0
employee75389,10.171.66.118,CN,Desktop-Mac,1,5,0,10,2,15
employee59810,10.220.45.240,JP,Mobile-iOS,1,5,0,16,0,0
guest13060,10.89.98.244,US,Desktop-Linux,1,16,0,19,2,0
employee70647,10.98.61.13,GB,Desktop-Mac,1,8,0,23,2,0
contractor15552,10.85.2.237,CN,Desktop-Mac,1,11,0,23,1,15
user54409,10.35.99.210,AU,Mobile-Android,1,10,0,14,4,0
guest41122,10.222.36.92,RU,Desktop-Mac,1,6,0,4,1,30
guest97544,10.191.251.153,ES,Mobile-iOS,1,11,0,21,4,0
contractor84192,10.8.166.40,CN,Desktop-Windows,1,13,0,0,6,15
contractor46361,10.217.78.46,ES,Desktop-Mac,1,13,0,3,6,15
employee56605,10.200.196.105,KR,Mobile-Android,1,11,0,6,4,30
employee83043,10.95.128.98,US,Mobile-Android,1,4,0,13,6,0
guest49325,10.146.215.74,GB,Tablet-Android,1,8,0,9,3,0
contractor64705,42.12.121.34,AR,Mobile-iOS,1,2,0,4,3,15
guest58763,10.190.40.195,FR,Desktop-Mac,1,12,0,0,5,0
guest47009,10.201.213.63,KR,Desktop-Mac,1,13,0,10,4,15
user0482,129.143.138.234,RU,Mobile-Android,1,416,1,13,0,55
guest69036,10.52.19.176,ZA,Mobile-iOS,1,9,0,8,0,0
employee33849,10.167.64.42,MX,Mobile-iOS,1,8,0,4,5,15
guest42834,55.238.156.99,AU,Desktop-Windows,1,2,0,22,3,0
admin_dev,174.167.218.202,RU,Desktop-Mac,0,93,1,13,4,75
employee45038,139.35.211.211,AU,Tablet-Android,1,13,0,8,5,0
user96861,10.182.17.18,IN,Desktop-Mac,1,3,0,11,4,0
admin_test,185.239.85.34,AU,Mobile-Android,0,65,1,8,2,60
employee39698,10.39.123.10,RU,Mobile-Android,1,13,0,4,0,30
contractor89754,10.186.171.167,US,Desktop-Windows,1,2,0,6,4,15
contractor29013,165.114.176.2,NL,Mobile-iOS,1,8,0,17,1,0
employee65400,10.188.251.172,SG,Desktop-Mac,1,6,0,9,1,0
user67610,10.246.77.150,FR,Desktop-Mac,1,4,0,3,0,15
contractor67575,175.209.120.107,GB,Desktop-Mac,1,19,0,7,1,0
user15298,10.79.38.99,RU,Mobile-iOS,1,14,0,21,4,15
guest37700,10.9.255.198,CN,Mobile-iOS,1,10,0,14,2,15
guest87389,10.209.83.59,ES,Desktop-Windows,1,2,0,15,0,0
guest77432,10.180.47.223,RU,Mobile-iOS,1,13,0,13,6,15
contractor60447,10.225.21.247,IN,Desktop-Linux,1,18,0,18,0,0
user53269,10.90.49.176,CA,Desktop-Mac,1,3,0,10,6,0
user13381,10.124.251.204,NL,Desktop-Windows,1,3,0,22,4,0
user47158,10.28.137.55,CN,Tablet-iOS,1,4,0,0,5,15
guest66975,10.62.174.104,BR,Desktop-Windows,1,11,0,16,6,0
employee6129,10.205.97.215,RU,Desktop-Windows,1,10,0,13,5,15
contractor52427,10.107.190.68,ZA,Mobile-iOS,1,3,0,2,3,15
employee71031,10.71.198.100,JP,Desktop-Mac,1,18,0,18,6,0
admin_dev,185.141.21.252,CA,API-Client,0,327,1,11,1,70
contractor5196,10.89.45.55,CA,Tablet-Android,1,10,0,11,5,0
employee82272,10.1.94.170,SE,Desktop-Windows,1,18,0,17,0,0
contractor59054,10.117.153.233,JP,Desktop-Windows,1,18,0,13,3,0
employee71145,64.205.199.175,NL,Desktop-Linux,1,15,0,19,3,0
contractor70683,10.223.7.122,BR,Desktop-Linux,1,16,0,3,2,15
user6375,10.73.40.7,CN,Tablet-iOS,1,5,0,5,1,30
admin_prod,210.38.210.169,FR,Desktop-Windows,0,275,1,12,4,60
guest54882,10.143.68.132,ZA,Mobile-iOS,1,3,0,15,4,0
employee71361,83.200.180.159,MX,Mobile-iOS,1,4,0,17,2,0
user38482,10.67.56.158,KR,Desktop-Mac,1,9,0,23,5,15
employee87340,10.71.83.130,FR,Desktop-Windows,1,5,0,13,4,0
contractor45674,10.16.124.152,IT,Desktop-Windows,0,1,0,3,3,35
user0227,25.27.72.6,MX,Server,0,220,1,20,1,70
contractor73404,65.71.58.130,SE,Desktop-Windows,1,17,0,10,2,0
guest37606,10.194.122.127,RU,Desktop-Linux,1,10,0,11,6,15
contractor55895,10.65.2.46,BR,Desktop-Linux,1,18,0,22,6,0
user92408,10.42.227.141,KR,Mobile-iOS,1,20,0,15,5,15
user92973,14.222.82.247,AR,Mobile-Android,1,2,0,9,5,0
guest21089,135.22.154.163,CN,Mobile-iOS,1,5,0,3,4,30
contractor11190,10.165.251.37,ZA,Mobile-Android,1,1,0,4,3,15
employee9321,145.118.210.221,DE,Desktop-Windows,1,8,0,0,4,0
contractor36426,10.80.58.81,FR,Mobile-iOS,1,4,0,4,3,15
contractor16594,19.212.243.25,SE,Mobile-Android,1,11,0,19,4,0
user62559,161.252.5.251,DE,Mobile-iOS,1,16,0,18,4,0
user22976,10.11.255.143,US,Desktop-Windows,1,15,0,16,6,0
guest59265,16.125.157.106,MX,Desktop-Windows,1,2,0,20,4,0
contractor98491,113.172.67.99,AR,Desktop-Windows,1,6,0,5,2,15
guest92507,10.254.79.114,CA,Mobile-Android,1,3,0,5,3,15
employee46213,10.230.14.193,FR,Mobile-Android,1,11,0,12,0,0
user62155,10.255.156.253,SG,Desktop-Windows,1,20,0,13,4,0
contractor49060,10.108.65.72,GB,Mobile-iOS,1,14,0,2,4,15
guest68303,45.147.51.37,US,Mobile-Android,1,12,0,23,4,0
user37193,41.61.168.22,JP,Desktop-Linux,1,6,0,23,1,0
user95359,10.217.126.135,NL,Mobile-iOS,1,12,0,20,5,0
user46439,10.238.91.130,AR,Desktop-Windows,1,13,0,6,2,15
contractor61117,10.87.28.113,FR,Desktop-Windows,1,19,0,1,5,0
guest44730,82.8.221.39,JP,Mobile-Android,1,18,0,12,0,0
contractor35830,10.168.13.62,US,Desktop-Mac,1,11,0,21,1,0
employee54829,10.160.84.160,KR,Tablet-iOS,1,13,0,3,2,30
contractor59240,10.3.199.34,BR,Desktop-Mac,1,3,0,11,2,0
user41589,52.58.250.182,FR,Tablet-iOS,1,12,0,20,3,0
employee72188,185.90.71.193,FR,Mobile-iOS,1,3,0,6,4,15
admin_test,65.86.30.209,RU,Desktop-Linux,0,5,1,1,3,35
user7453,10.103.230.20,FR,Desktop-Windows,1,9,0,19,2,0
contractor55973,10.187.123.11,KR,Desktop-Mac,1,9,0,16,5,15
employee58160,134.174.56.164,FR,Desktop-Mac,1,16,0,7,6,0
employee29799,10.76.157.147,FR,Desktop-Windows,1,14,0,5,4,15
contractor25632,10.137.78.162,IN,Desktop-Mac,1,15,0,10,5,0
contractor7647,10.157.4.164,CA,Desktop-Mac,1,1,0,3,3,15
